timestamp_utc,timestamp_local,hb_normalized_kwh,gb_normalized_kwh,lb_normalized_kwh
2024-05-30T05:45:00Z,2024-05-30T07:45:00+02:00,28.73,29.945,36.945
2024-05-30T06:00:00Z,2024-05-30T08:00:00+02:00,29.369,34.244,40.535
2024-05-30T06:15:00Z,2024-05-30T08:15:00+02:00,29.987,38.841,43.352
2024-05-30T06:30:00Z,2024-05-30T08:30:00+02:00,30.52,43.091,45.022
2024-05-30T06:45:00Z,2024-05-30T08:45:00+02:00,30.861,46.446,45.271
2024-05-30T07:00:00Z,2024-05-30T09:00:00+02:00,30.968,48.458,43.9
2024-05-30T07:15:00Z,2024-05-30T09:15:00+02:00,30.882,49.378,41.407
2024-05-30T07:30:00Z,2024-05-30T09:30:00+02:00,30.648,49.651,38.416
2024-05-30T07:45:00Z,2024-05-30T09:45:00+02:00,30.328,49.701,35.549
2024-05-30T08:00:00Z,2024-05-30T10:00:00+02:00,30.009,49.85,33.355
2024-05-30T08:15:00Z,2024-05-30T10:15:00+02:00,29.732,50.173,31.959
2024-05-30T08:30:00Z,2024-05-30T10:30:00+02:00,29.518,50.596,31.361
2024-05-30T08:45:00Z,2024-05-30T10:45:00+02:00,29.455,51.093,31.635
2024-05-30T09:00:00Z,2024-05-30T11:00:00+02:00,29.54,51.59,32.707
2024-05-30T09:15:00Z,2024-05-30T11:15:00+02:00,29.859,51.962,34.053
2024-05-30T09:30:00Z,2024-05-30T11:30:00+02:00,30.392,52.087,35.125
2024-05-30T09:45:00Z,2024-05-30T11:45:00+02:00,31.223,51.788,35.325
2024-05-30T10:00:00Z,2024-05-30T12:00:00+02:00,32.289,50.968,34.253
2024-05-30T10:15:00Z,2024-05-30T12:15:00+02:00,33.397,49.701,32.258
2024-05-30T10:30:00Z,2024-05-30T12:30:00+02:00,34.25,48.16,29.89
2024-05-30T10:45:00Z,2024-05-30T12:45:00+02:00,34.591,46.446,27.721
2024-05-30T11:00:00Z,2024-05-30T13:00:00+02:00,34.207,44.706,26.126
2024-05-30T11:15:00Z,2024-05-30T13:15:00+02:00,33.27,43.091,25.129
2024-05-30T11:30:00Z,2024-05-30T13:30:00+02:00,32.012,41.774,24.555
2024-05-30T11:45:00Z,2024-05-30T13:45:00+02:00,30.691,40.854,24.256
2024-05-30T12:00:00Z,2024-05-30T14:00:00+02:00,29.497,40.506,24.057
2024-05-30T12:15:00Z,2024-05-30T14:15:00+02:00,28.474,40.631,23.982
2024-05-30T12:30:00Z,2024-05-30T14:30:00+02:00,27.579,41.103,23.982
2024-05-30T12:45:00Z,2024-05-30T14:45:00+02:00,26.79,41.799,24.007
2024-05-30T13:00:00Z,2024-05-30T15:00:00+02:00,26.087,42.619,24.107
2024-05-30T13:15:00Z,2024-05-30T15:15:00+02:00,25.49,43.389,24.181
2024-05-30T13:30:00Z,2024-05-30T15:30:00+02:00,25.021,44.035,24.231
2024-05-30T13:45:00Z,2024-05-30T15:45:00+02:00,24.659,44.358,24.256
2024-05-30T14:00:00Z,2024-05-30T16:00:00+02:00,24.425,44.284,24.181
2024-05-30T14:15:00Z,2024-05-30T16:15:00+02:00,24.339,43.936,24.131
2024-05-30T14:30:00Z,2024-05-30T16:30:00+02:00,24.425,43.513,24.206
2024-05-30T14:45:00Z,2024-05-30T16:45:00+02:00,24.659,43.19,24.48
2024-05-30T15:00:00Z,2024-05-30T17:00:00+02:00,25.064,43.041,25.079
2024-05-30T15:15:00Z,2024-05-30T17:15:00+02:00,25.639,42.842,26.126
2024-05-30T15:30:00Z,2024-05-30T17:30:00+02:00,26.407,42.296,27.796
2024-05-30T15:45:00Z,2024-05-30T17:45:00+02:00,27.323,41.103,30.239
2024-05-30T16:00:00Z,2024-05-30T18:00:00+02:00,28.389,39.04,33.505
2024-05-30T16:15:00Z,2024-05-30T18:15:00+02:00,29.604,36.307,37.12
2024-05-30T16:30:00Z,2024-05-30T18:30:00+02:00,30.925,33.25,40.535
2024-05-30T16:45:00Z,2024-05-30T18:45:00+02:00,32.289,30.193,43.177
2024-05-30T17:00:00Z,2024-05-30T19:00:00+02:00,33.653,27.36,44.598
2024-05-30T17:15:00Z,2024-05-30T19:15:00+02:00,34.911,24.975,44.823
2024-05-30T17:30:00Z,2024-05-30T19:30:00+02:00,35.87,23.161,44.0
2024-05-30T17:45:00Z,2024-05-30T19:45:00+02:00,36.36,22.067,42.255
2024-05-30T18:00:00Z,2024-05-30T20:00:00+02:00,36.317,21.719,39.787
2024-05-30T18:15:00Z,2024-05-30T20:15:00+02:00,35.87,21.893,36.92
2024-05-30T18:30:00Z,2024-05-30T20:30:00+02:00,35.23,22.266,34.003
2024-05-30T18:45:00Z,2024-05-30T20:45:00+02:00,34.591,22.515,31.411
2024-05-30T19:00:00Z,2024-05-30T21:00:00+02:00,34.122,22.415,29.392
2024-05-30T19:15:00Z,2024-05-30T21:15:00+02:00,33.76,21.993,27.896
2024-05-30T19:30:00Z,2024-05-30T21:30:00+02:00,33.419,21.446,26.699
2024-05-30T19:45:00Z,2024-05-30T21:45:00+02:00,32.992,20.899,25.627
2024-05-30T20:00:00Z,2024-05-30T22:00:00+02:00,32.374,20.477,24.555
2024-05-30T20:15:00Z,2024-05-30T22:15:00+02:00,31.522,20.179,23.458
2024-05-30T20:30:00Z,2024-05-30T22:30:00+02:00,30.371,19.955,22.337
2024-05-30T20:45:00Z,2024-05-30T22:45:00+02:00,28.922,19.731,21.24
2024-05-30T21:00:00Z,2024-05-30T23:00:00+02:00,27.11,19.483,20.193
2024-05-30T21:15:00Z,2024-05-30T23:15:00+02:00,25.043,19.185,19.171
2024-05-30T21:30:00Z,2024-05-30T23:30:00+02:00,22.826,18.812,18.223
2024-05-30T21:45:00Z,2024-05-30T23:45:00+02:00,20.567,18.34,17.326
2024-05-30T22:00:00Z,2024-05-31T00:00:00+02:00,18.337,17.768,16.478
2024-05-30T22:15:00Z,2024-05-31T00:15:00+02:00,16.34,17.147,15.73
2024-05-30T22:30:00Z,2024-05-31T00:30:00+02:00,14.619,16.476,15.082
2024-05-30T22:45:00Z,2024-05-31T00:45:00+02:00,13.259,15.78,14.559
2024-05-30T23:00:00Z,2024-05-31T01:00:00+02:00,12.324,15.134,14.135
2024-05-30T23:15:00Z,2024-05-31T01:15:00+02:00,11.75,14.562,13.811
2024-05-30T23:30:00Z,2024-05-31T01:30:00+02:00,11.389,14.065,13.561
2024-05-30T23:45:00Z,2024-05-31T01:45:00+02:00,11.134,13.693,13.387
2024-05-31T00:00:00Z,2024-05-31T02:00:00+02:00,10.9,13.469,13.262
2024-05-31T00:15:00Z,2024-05-31T02:15:00+02:00,10.688,13.345,13.138
2024-05-31T00:30:00Z,2024-05-31T02:30:00+02:00,10.454,13.27,13.038
2024-05-31T00:45:00Z,2024-05-31T02:45:00+02:00,10.263,13.245,12.938
2024-05-31T01:00:00Z,2024-05-31T03:00:00+02:00,10.093,13.196,12.814
2024-05-31T01:15:00Z,2024-05-31T03:15:00+02:00,9.965,13.22,12.714
2024-05-31T01:30:00Z,2024-05-31T03:30:00+02:00,9.88,13.444,12.589
2024-05-31T01:45:00Z,2024-05-31T03:45:00+02:00,9.902,13.941,12.465
2024-05-31T02:00:00Z,2024-05-31T04:00:00+02:00,10.008,14.761,12.365
2024-05-31T02:15:00Z,2024-05-31T04:15:00+02:00,10.199,15.73,12.315
2024-05-31T02:30:00Z,2024-05-31T04:30:00+02:00,10.475,16.7,12.34
2024-05-31T02:45:00Z,2024-05-31T04:45:00+02:00,10.794,17.42,12.465
2024-05-31T03:00:00Z,2024-05-31T05:00:00+02:00,11.198,17.743,12.764
2024-05-31T03:15:00Z,2024-05-31T05:15:00+02:00,11.814,17.793,13.188
2024-05-31T03:30:00Z,2024-05-31T05:30:00+02:00,12.855,17.694,13.786
2024-05-31T03:45:00Z,2024-05-31T05:45:00+02:00,14.491,17.644,14.559
2024-05-31T04:00:00Z,2024-05-31T06:00:00+02:00,16.829,17.768,15.506
2024-05-31T04:15:00Z,2024-05-31T06:15:00+02:00,19.548,18.166,16.802
2024-05-31T04:30:00Z,2024-05-31T06:30:00+02:00,22.247,18.862,18.647
2024-05-31T04:45:00Z,2024-05-31T06:45:00+02:00,24.584,19.98,21.24
2024-05-31T05:00:00Z,2024-05-31T07:00:00+02:00,26.242,21.521,24.655
2024-05-31T05:15:00Z,2024-05-31T07:15:00+02:00,27.325,23.633,28.644
2024-05-31T05:30:00Z,2024-05-31T07:30:00+02:00,28.048,26.416,32.857
2024-05-31T05:45:00Z,2024-05-31T07:45:00+02:00,28.643,29.945,36.945
2024-05-31T06:00:00Z,2024-05-31T08:00:00+02:00,29.28,34.244,40.535
2024-05-31T06:15:00Z,2024-05-31T08:15:00+02:00,29.896,38.841,43.352
2024-05-31T06:30:00Z,2024-05-31T08:30:00+02:00,30.428,43.091,45.022
2024-05-31T06:45:00Z,2024-05-31T08:45:00+02:00,30.768,46.446,45.271
2024-05-31T07:00:00Z,2024-05-31T09:00:00+02:00,30.874,48.458,43.9
2024-05-31T07:15:00Z,2024-05-31T09:15:00+02:00,30.789,49.378,41.407
2024-05-31T07:30:00Z,2024-05-31T09:30:00+02:00,30.555,49.651,38.416
2024-05-31T07:45:00Z,2024-05-31T09:45:00+02:00,30.236,49.701,35.549
2024-05-31T08:00:00Z,2024-05-31T10:00:00+02:00,29.918,49.85,33.355
2024-05-31T08:15:00Z,2024-05-31T10:15:00+02:00,29.641,50.173,31.959
2024-05-31T08:30:00Z,2024-05-31T10:30:00+02:00,29.429,50.596,31.361
2024-05-31T08:45:00Z,2024-05-31T10:45:00+02:00,29.365,51.093,31.635
2024-05-31T09:00:00Z,2024-05-31T11:00:00+02:00,29.45,51.59,32.707
2024-05-31T09:15:00Z,2024-05-31T11:15:00+02:00,29.769,51.962,34.053
2024-05-31T09:30:00Z,2024-05-31T11:30:00+02:00,30.3,52.087,35.125
2024-05-31T09:45:00Z,2024-05-31T11:45:00+02:00,31.129,51.788,35.325
2024-05-31T10:00:00Z,2024-05-31T12:00:00+02:00,32.191,50.968,34.253
2024-05-31T10:15:00Z,2024-05-31T12:15:00+02:00,33.296,49.701,32.258
2024-05-31T10:30:00Z,2024-05-31T12:30:00+02:00,34.146,48.16,29.89
2024-05-31T10:45:00Z,2024-05-31T12:45:00+02:00,34.486,46.446,27.721
2024-05-31T11:00:00Z,2024-05-31T13:00:00+02:00,34.104,44.706,26.126
2024-05-31T11:15:00Z,2024-05-31T13:15:00+02:00,33.169,43.091,25.129
2024-05-31T11:30:00Z,2024-05-31T13:30:00+02:00,31.915,41.774,24.555
2024-05-31T11:45:00Z,2024-05-31T13:45:00+02:00,30.598,40.854,24.256
2024-05-31T12:00:00Z,2024-05-31T14:00:00+02:00,29.408,40.506,24.057
2024-05-31T12:15:00Z,2024-05-31T14:15:00+02:00,28.388,40.631,23.982
2024-05-31T12:30:00Z,2024-05-31T14:30:00+02:00,27.495,41.103,23.982
2024-05-31T12:45:00Z,2024-05-31T14:45:00+02:00,26.709,41.799,24.007
2024-05-31T13:00:00Z,2024-05-31T15:00:00+02:00,26.008,42.619,24.107
2024-05-31T13:15:00Z,2024-05-31T15:15:00+02:00,25.413,43.389,24.181
2024-05-31T13:30:00Z,2024-05-31T15:30:00+02:00,24.946,44.035,24.231
2024-05-31T13:45:00Z,2024-05-31T15:45:00+02:00,24.584,44.358,24.256
2024-05-31T14:00:00Z,2024-05-31T16:00:00+02:00,24.351,44.284,24.181
2024-05-31T14:15:00Z,2024-05-31T16:15:00+02:00,24.266,43.936,24.131
2024-05-31T14:30:00Z,2024-05-31T16:30:00+02:00,24.351,43.513,24.206
2024-05-31T14:45:00Z,2024-05-31T16:45:00+02:00,24.584,43.19,24.48
2024-05-31T15:00:00Z,2024-05-31T17:00:00+02:00,24.988,43.041,25.079
2024-05-31T15:15:00Z,2024-05-31T17:15:00+02:00,25.562,42.842,26.126
2024-05-31T15:30:00Z,2024-05-31T17:30:00+02:00,26.327,42.296,27.796
2024-05-31T15:45:00Z,2024-05-31T17:45:00+02:00,27.24,41.103,30.239
2024-05-31T16:00:00Z,2024-05-31T18:00:00+02:00,28.303,39.04,33.505
2024-05-31T16:15:00Z,2024-05-31T18:15:00+02:00,29.514,36.307,37.12
2024-05-31T16:30:00Z,2024-05-31T18:30:00+02:00,30.831,33.25,40.535
2024-05-31T16:45:00Z,2024-05-31T18:45:00+02:00,32.191,30.193,43.177
2024-05-31T17:00:00Z,2024-05-31T19:00:00+02:00,33.551,27.36,44.598
2024-05-31T17:15:00Z,2024-05-31T19:15:00+02:00,34.805,24.975,44.823
2024-05-31T17:30:00Z,2024-05-31T19:30:00+02:00,35.761,23.161,44.0
2024-05-31T17:45:00Z,2024-05-31T19:45:00+02:00,36.25,22.067,42.255
2024-05-31T18:00:00Z,2024-05-31T20:00:00+02:00,36.207,21.719,39.787
2024-05-31T18:15:00Z,2024-05-31T20:15:00+02:00,35.761,21.893,36.92
2024-05-31T18:30:00Z,2024-05-31T20:30:00+02:00,35.124,22.266,34.003
2024-05-31T18:45:00Z,2024-05-31T20:45:00+02:00,34.486,22.515,31.411
2024-05-31T19:00:00Z,2024-05-31T21:00:00+02:00,34.019,22.415,29.392
2024-05-31T19:15:00Z,2024-05-31T21:15:00+02:00,33.657,21.993,27.896
2024-05-31T19:30:00Z,2024-05-31T21:30:00+02:00,33.317,21.446,26.699
2024-05-31T19:45:00Z,2024-05-31T21:45:00+02:00,32.892,20.899,25.627
2024-05-31T20:00:00Z,2024-05-31T22:00:00+02:00,32.276,20.477,24.555
2024-05-31T20:15:00Z,2024-05-31T22:15:00+02:00,31.426,20.179,23.458
2024-05-31T20:30:00Z,2024-05-31T22:30:00+02:00,30.279,19.955,22.337
2024-05-31T20:45:00Z,2024-05-31T22:45:00+02:00,28.834,19.731,21.24
2024-05-31T21:00:00Z,2024-05-31T23:00:00+02:00,27.028,19.483,20.193
2024-05-31T21:15:00Z,2024-05-31T23:15:00+02:00,24.967,19.185,19.171
2024-05-31T21:30:00Z,2024-05-31T23:30:00+02:00,22.757,18.812,18.223
2024-05-31T21:45:00Z,2024-05-31T23:45:00+02:00,20.505,18.34,17.326
2024-05-31T22:00:00Z,2024-06-01T00:00:00+02:00,19.024,18.538,16.752
2024-05-31T22:15:00Z,2024-06-01T00:15:00+02:00,17.986,18.936,16.354
2024-05-31T22:30:00Z,2024-06-01T00:30:00+02:00,17.096,19.309,16.029
2024-05-31T22:45:00Z,2024-06-01T00:45:00+02:00,16.228,19.508,15.705
2024-05-31T23:00:00Z,2024-06-01T01:00:00+02:00,15.189,19.359,15.307
2024-05-31T23:15:00Z,2024-06-01T01:15:00+02:00,14.109,18.961,14.883
2024-05-31T23:30:00Z,2024-06-01T01:30:00+02:00,13.05,18.414,14.459
2024-05-31T23:45:00Z,2024-06-01T01:45:00+02:00,12.16,17.868,14.085
2024-06-01T00:00:00Z,2024-06-01T02:00:00+02:00,11.546,17.445,13.761
2024-06-01T00:15:00Z,2024-06-01T02:15:00+02:00,11.143,17.122,13.512
2024-06-01T00:30:00Z,2024-06-01T02:30:00+02:00,10.889,16.873,13.312
2024-06-01T00:45:00Z,2024-06-01T02:45:00+02:00,10.762,16.724,13.163
2024-06-01T01:00:00Z,2024-06-01T03:00:00+02:00,10.656,16.625,13.038
2024-06-01T01:15:00Z,2024-06-01T03:15:00+02:00,10.592,16.575,12.913
2024-06-01T01:30:00Z,2024-06-01T03:30:00+02:00,10.571,16.6,12.814
2024-06-01T01:45:00Z,2024-06-01T03:45:00+02:00,10.571,16.724,12.689
2024-06-01T02:00:00Z,2024-06-01T04:00:00+02:00,10.614,16.898,12.589
2024-06-01T02:15:00Z,2024-06-01T04:15:00+02:00,10.677,17.147,12.514
2024-06-01T02:30:00Z,2024-06-01T04:30:00+02:00,10.741,17.395,12.465
2024-06-01T02:45:00Z,2024-06-01T04:45:00+02:00,10.762,17.644,12.465
2024-06-01T03:00:00Z,2024-06-01T05:00:00+02:00,10.762,17.843,12.539
2024-06-01T03:15:00Z,2024-06-01T05:15:00+02:00,10.783,17.992,12.689
2024-06-01T03:30:00Z,2024-06-01T05:30:00+02:00,10.931,18.091,12.888
2024-06-01T03:45:00Z,2024-06-01T05:45:00+02:00,11.291,18.116,13.163
2024-06-01T04:00:00Z,2024-06-01T06:00:00+02:00,11.906,18.141,13.561
2024-06-01T04:15:00Z,2024-06-01T06:15:00+02:00,12.796,18.365,14.26
2024-06-01T04:30:00Z,2024-06-01T06:30:00+02:00,13.94,19.135,15.506
2024-06-01T04:45:00Z,2024-06-01T06:45:00+02:00,15.338,20.676,17.55
2024-06-01T05:00:00Z,2024-06-01T07:00:00+02:00,16.948,23.186,20.542
2024-06-01T05:15:00Z,2024-06-01T07:15:00+02:00,18.749,26.391,24.281
2024-06-01T05:30:00Z,2024-06-01T07:30:00+02:00,20.634,29.945,28.469
2024-06-01T05:45:00Z,2024-06-01T07:45:00+02:00,22.562,33.424,32.782
2024-06-01T06:00:00Z,2024-06-01T08:00:00+02:00,24.49,36.58,36.945
2024-06-01T06:15:00Z,2024-06-01T08:15:00+02:00,26.354,39.214,40.585
2024-06-01T06:30:00Z,2024-06-01T08:30:00+02:00,28.133,41.302,43.327
2024-06-01T06:45:00Z,2024-06-01T08:45:00+02:00,29.807,42.718,44.798
2024-06-01T07:00:00Z,2024-06-01T09:00:00+02:00,31.311,43.488,44.773
2024-06-01T07:15:00Z,2024-06-01T09:15:00+02:00,32.625,43.762,43.601
2024-06-01T07:30:00Z,2024-06-01T09:30:00+02:00,33.663,43.811,41.682
2024-06-01T07:45:00Z,2024-06-01T09:45:00+02:00,34.383,43.886,39.488
2024-06-01T08:00:00Z,2024-06-01T10:00:00+02:00,34.764,44.159,37.419
2024-06-01T08:15:00Z,2024-06-01T10:15:00+02:00,34.891,44.582,35.748
2024-06-01T08:30:00Z,2024-06-01T10:30:00+02:00,34.955,45.054,34.677
2024-06-01T08:45:00Z,2024-06-01T10:45:00+02:00,35.082,45.501,34.402
2024-06-01T09:00:00Z,2024-06-01T11:00:00+02:00,35.4,45.824,35.001
2024-06-01T09:15:00Z,2024-06-01T11:15:00+02:00,35.887,46.023,35.998
2024-06-01T09:30:00Z,2024-06-01T11:30:00+02:00,36.523,46.048,36.771
2024-06-01T09:45:00Z,2024-06-01T11:45:00+02:00,37.2,45.973,36.721
2024-06-01T10:00:00Z,2024-06-01T12:00:00+02:00,37.921,45.75,35.399
2024-06-01T10:15:00Z,2024-06-01T12:15:00+02:00,38.535,45.327,33.181
2024-06-01T10:30:00Z,2024-06-01T12:30:00+02:00,38.916,44.656,30.588
2024-06-01T10:45:00Z,2024-06-01T12:45:00+02:00,38.959,43.662,28.17
2024-06-01T11:00:00Z,2024-06-01T13:00:00+02:00,38.577,42.271,26.35
2024-06-01T11:15:00Z,2024-06-01T13:15:00+02:00,37.857,40.531,25.079
2024-06-01T11:30:00Z,2024-06-01T13:30:00+02:00,36.883,38.419,24.131
2024-06-01T11:45:00Z,2024-06-01T13:45:00+02:00,35.802,35.984,23.334
2024-06-01T12:00:00Z,2024-06-01T14:00:00+02:00,34.679,33.275,22.511
2024-06-01T12:15:00Z,2024-06-01T14:15:00+02:00,33.663,30.492,21.713
2024-06-01T12:30:00Z,2024-06-01T14:30:00+02:00,32.752,27.833,21.04
2024-06-01T12:45:00Z,2024-06-01T14:45:00+02:00,32.095,25.546,20.542
2024-06-01T13:00:00Z,2024-06-01T15:00:00+02:00,31.692,23.782,20.317
2024-06-01T13:15:00Z,2024-06-01T15:15:00+02:00,31.481,22.465,20.267
2024-06-01T13:30:00Z,2024-06-01T15:30:00+02:00,31.353,21.471,20.292
2024-06-01T13:45:00Z,2024-06-01T15:45:00+02:00,31.205,20.676,20.317
2024-06-01T14:00:00Z,2024-06-01T16:00:00+02:00,30.972,19.955,20.267
2024-06-01T14:15:00Z,2024-06-01T16:15:00+02:00,30.718,19.334,20.267
2024-06-01T14:30:00Z,2024-06-01T16:30:00+02:00,30.527,18.862,20.392
2024-06-01T14:45:00Z,2024-06-01T16:45:00+02:00,30.506,18.563,20.791
2024-06-01T15:00:00Z,2024-06-01T17:00:00+02:00,30.697,18.489,21.589
2024-06-01T15:15:00Z,2024-06-01T17:15:00+02:00,31.12,18.588,22.86
2024-06-01T15:30:00Z,2024-06-01T17:30:00+02:00,31.777,18.787,24.73
2024-06-01T15:45:00Z,2024-06-01T17:45:00+02:00,32.625,19.035,27.248
2024-06-01T16:00:00Z,2024-06-01T18:00:00+02:00,33.641,19.284,30.439
2024-06-01T16:15:00Z,2024-06-01T18:15:00+02:00,34.743,19.508,33.854
2024-06-01T16:30:00Z,2024-06-01T18:30:00+02:00,35.845,19.657,37.045
2024-06-01T16:45:00Z,2024-06-01T18:45:00+02:00,36.861,19.731,39.488
2024-06-01T17:00:00Z,2024-06-01T19:00:00+02:00,37.666,19.731,40.784
2024-06-01T17:15:00Z,2024-06-01T19:15:00+02:00,38.238,19.731,40.984
2024-06-01T17:30:00Z,2024-06-01T19:30:00+02:00,38.514,19.781,40.261
2024-06-01T17:45:00Z,2024-06-01T19:45:00+02:00,38.429,19.98,38.79
2024-06-01T18:00:00Z,2024-06-01T20:00:00+02:00,37.984,20.353,36.746
2024-06-01T18:15:00Z,2024-06-01T20:15:00+02:00,37.222,20.85,34.352
2024-06-01T18:30:00Z,2024-06-01T20:30:00+02:00,36.226,21.297,31.884
2024-06-01T18:45:00Z,2024-06-01T20:45:00+02:00,35.082,21.595,29.566
2024-06-01T19:00:00Z,2024-06-01T21:00:00+02:00,33.917,21.62,27.597
2024-06-01T19:15:00Z,2024-06-01T21:15:00+02:00,32.858,21.446,25.951
2024-06-01T19:30:00Z,2024-06-01T21:30:00+02:00,32.01,21.098,24.555
2024-06-01T19:45:00Z,2024-06-01T21:45:00+02:00,31.565,20.676,23.334
2024-06-01T20:00:00Z,2024-06-01T22:00:00+02:00,31.544,20.203,22.162
2024-06-01T20:15:00Z,2024-06-01T22:15:00+02:00,31.692,19.706,21.09
2024-06-01T20:30:00Z,2024-06-01T22:30:00+02:00,31.65,19.234,20.093
2024-06-01T20:45:00Z,2024-06-01T22:45:00+02:00,31.036,18.812,19.171
2024-06-01T21:00:00Z,2024-06-01T23:00:00+02:00,29.616,18.414,18.298
2024-06-01T21:15:00Z,2024-06-01T23:15:00+02:00,27.604,18.066,17.525
2024-06-01T21:30:00Z,2024-06-01T23:30:00+02:00,25.316,17.718,16.802
2024-06-01T21:45:00Z,2024-06-01T23:45:00+02:00,23.091,17.42,16.154
2024-06-01T22:00:00Z,2024-06-02T00:00:00+02:00,21.144,17.097,15.606
2024-06-01T22:15:00Z,2024-06-02T00:15:00+02:00,19.538,16.749,15.107
2024-06-01T22:30:00Z,2024-06-02T00:30:00+02:00,18.144,16.327,14.683
2024-06-01T22:45:00Z,2024-06-02T00:45:00+02:00,16.877,15.78,14.309
2024-06-01T23:00:00Z,2024-06-02T01:00:00+02:00,15.652,15.134,14.01
2024-06-01T23:15:00Z,2024-06-02T01:15:00+02:00,14.511,14.413,13.761
2024-06-01T23:30:00Z,2024-06-02T01:30:00+02:00,13.497,13.767,13.561
2024-06-01T23:45:00Z,2024-06-02T01:45:00+02:00,12.652,13.245,13.387
2024-06-02T00:00:00Z,2024-06-02T02:00:00+02:00,12.04,12.922,13.262
2024-06-02T00:15:00Z,2024-06-02T02:15:00+02:00,11.617,12.773,13.138
2024-06-02T00:30:00Z,2024-06-02T02:30:00+02:00,11.3,12.674,13.038
2024-06-02T00:45:00Z,2024-06-02T02:45:00+02:00,11.068,12.55,12.938
2024-06-02T01:00:00Z,2024-06-02T03:00:00+02:00,10.878,12.326,12.814
2024-06-02T01:15:00Z,2024-06-02T03:15:00+02:00,10.73,12.052,12.689
2024-06-02T01:30:00Z,2024-06-02T03:30:00+02:00,10.603,11.804,12.589
2024-06-02T01:45:00Z,2024-06-02T03:45:00+02:00,10.54,11.605,12.465
2024-06-02T02:00:00Z,2024-06-02T04:00:00+02:00,10.54,11.531,12.365
2024-06-02T02:15:00Z,2024-06-02T04:15:00+02:00,10.561,11.555,12.315
2024-06-02T02:30:00Z,2024-06-02T04:30:00+02:00,10.582,11.58,12.34
2024-06-02T02:45:00Z,2024-06-02T04:45:00+02:00,10.54,11.605,12.465
2024-06-02T03:00:00Z,2024-06-02T05:00:00+02:00,10.456,11.58,12.764
2024-06-02T03:15:00Z,2024-06-02T05:15:00+02:00,10.329,11.506,13.237
2024-06-02T03:30:00Z,2024-06-02T05:30:00+02:00,10.223,11.431,13.96
2024-06-02T03:45:00Z,2024-06-02T05:45:00+02:00,10.202,11.382,15.007
2024-06-02T04:00:00Z,2024-06-02T06:00:00+02:00,10.287,11.406,16.403
2024-06-02T04:15:00Z,2024-06-02T06:15:00+02:00,10.519,11.506,18.248
2024-06-02T04:30:00Z,2024-06-02T06:30:00+02:00,10.963,11.729,20.592
2024-06-02T04:45:00Z,2024-06-02T06:45:00+02:00,11.596,12.077,23.558
2024-06-02T05:00:00Z,2024-06-02T07:00:00+02:00,12.504,12.55,27.123
2024-06-02T05:15:00Z,2024-06-02T07:15:00+02:00,13.708,13.071,31.087
2024-06-02T05:30:00Z,2024-06-02T07:30:00+02:00,15.271,13.494,35.15
2024-06-02T05:45:00Z,2024-06-02T07:45:00+02:00,17.236,13.693,39.014
2024-06-02T06:00:00Z,2024-06-02T08:00:00+02:00,19.623,13.618,42.405
2024-06-02T06:15:00Z,2024-06-02T08:15:00+02:00,22.305,13.394,44.997
2024-06-02T06:30:00Z,2024-06-02T08:30:00+02:00,25.136,13.22,46.518
2024-06-02T06:45:00Z,2024-06-02T08:45:00+02:00,27.945,13.245,46.643
2024-06-02T07:00:00Z,2024-06-02T09:00:00+02:00,30.585,13.593,45.271
2024-06-02T07:15:00Z,2024-06-02T09:15:00+02:00,32.993,14.214,42.828
2024-06-02T07:30:00Z,2024-06-02T09:30:00+02:00,35.063,14.91,39.912
2024-06-02T07:45:00Z,2024-06-02T09:45:00+02:00,36.753,15.556,37.169
2024-06-02T08:00:00Z,2024-06-02T10:00:00+02:00,38.02,16.029,35.1
2024-06-02T08:15:00Z,2024-06-02T10:15:00+02:00,38.992,16.376,33.804
2024-06-02T08:30:00Z,2024-06-02T10:30:00+02:00,39.858,16.65,33.33
2024-06-02T08:45:00Z,2024-06-02T10:45:00+02:00,40.787,16.948,33.704
2024-06-02T09:00:00Z,2024-06-02T11:00:00+02:00,41.886,17.321,34.876
2024-06-02T09:15:00Z,2024-06-02T11:15:00+02:00,43.026,17.743,36.297
2024-06-02T09:30:00Z,2024-06-02T11:30:00+02:00,44.082,18.191,37.344
2024-06-02T09:45:00Z,2024-06-02T11:45:00+02:00,44.822,18.563,37.419
2024-06-02T10:00:00Z,2024-06-02T12:00:00+02:00,45.139,18.886,36.048
2024-06-02T10:15:00Z,2024-06-02T12:15:00+02:00,44.948,19.135,33.729
2024-06-02T10:30:00Z,2024-06-02T12:30:00+02:00,44.146,19.334,31.037
2024-06-02T10:45:00Z,2024-06-02T12:45:00+02:00,42.731,19.508,28.644
2024-06-02T11:00:00Z,2024-06-02T13:00:00+02:00,40.639,19.657,27.023
2024-06-02T11:15:00Z,2024-06-02T13:15:00+02:00,38.21,19.756,26.101
2024-06-02T11:30:00Z,2024-06-02T13:30:00+02:00,35.739,19.706,25.627
2024-06-02T11:45:00Z,2024-06-02T13:45:00+02:00,33.585,19.508,25.403
2024-06-02T12:00:00Z,2024-06-02T14:00:00+02:00,31.979,19.085,25.203
2024-06-02T12:15:00Z,2024-06-02T14:15:00+02:00,30.839,18.489,25.029
2024-06-02T12:30:00Z,2024-06-02T14:30:00+02:00,29.909,17.843,24.854
2024-06-02T12:45:00Z,2024-06-02T14:45:00+02:00,29.001,17.172,24.705
