seed,score,portfolio_nmae,annual_actual_energy_mwh,annual_energy_bias,imbalance_settlement_eur,imbalance_settlement_eur_mwh,imbalance_premium_eur,imbalance_premium_eur_mwh,minimum_actual_factor,maximum_actual_factor,clipped_quarter_hours,unhedged_monthly_price_std,coarse_monthly_price_std,granular_monthly_price_std
73,23.61476089,0.01929168,43138.0,0.0032093,8055.46604597,0.18673712,-892.87023829,-0.020698,0.81711606,1.23479284,0,19.99920079,2.01428195,18.517508
113,23.63082795,0.01929936,43138.0,0.0032093,9019.91137879,0.20909433,-926.09117096,-0.02146811,0.80438989,1.22519082,0,20.00502993,2.26449275,18.60553537
289,23.63536209,0.01931775,43138.0,0.0032093,5135.34925279,0.11904468,-941.59001177,-0.02182739,0.80045345,1.20321548,0,19.51057139,1.58018013,18.13522518
382,23.70071502,0.01913335,43138.0,0.0032093,11130.26772203,0.25801539,-995.32704061,-0.02307309,0.81255483,1.19225483,0,19.97090372,2.05783792,18.59138136
462,23.70533582,0.018987,43138.0,0.0032093,9341.83546717,0.21655699,-948.80761182,-0.02199471,0.80193385,1.21507589,0,19.81930104,2.01789456,18.29941456
321,23.72500099,0.01876575,43138.0,0.0032093,6358.8939299,0.14740818,-902.40693935,-0.02091907,0.81590882,1.23804098,0,19.55544396,1.78678809,18.10712087
127,23.74908807,0.01845781,43138.0,0.0032093,13746.12983762,0.31865478,-831.63308618,-0.01927843,0.8059901,1.24222801,0,19.9945884,2.29838213,18.56872564
58,23.7700436,0.01964713,43138.0,0.0032093,11107.98787821,0.25749891,-1320.10199919,-0.03060184,0.82610399,1.20615851,0,20.06110036,2.3160216,18.68152736
241,23.78941222,0.01936783,43138.0,0.0032093,5695.71902485,0.13203484,-1251.23132124,-0.02900532,0.81184457,1.23261409,0,19.84321879,1.65039224,18.37952551
239,23.79143575,0.01939144,43138.0,0.0032093,14191.46620385,0.32897831,-1263.95980009,-0.02930038,0.80538917,1.20337939,0,20.01332293,2.27649093,18.61820761
101,23.79609551,0.01921714,43138.0,0.0032093,12817.49877162,0.29712779,-1206.96472361,-0.02797915,0.8083021,1.23573988,0,20.02709493,2.38144845,18.6756493
420,23.80541326,0.01901134,43138.0,0.0032093,2483.12003556,0.05756224,-1146.86950289,-0.02658606,0.80674767,1.22313654,0,19.36852399,1.60452207,17.87262597
466,23.87714748,0.01890655,43138.0,0.0032093,6273.85740171,0.14543691,-1242.6979304,-0.0288075,0.81083692,1.21017233,0,19.89090565,1.89331841,18.40401834
217,23.8834533,0.01864604,43138.0,0.0032093,12076.40597592,0.27994821,-1156.26648729,-0.0268039,0.78665075,1.21817311,0,19.81299025,2.1142988,18.39907891
226,23.90596532,0.01925838,43138.0,0.0032093,4579.76014986,0.10616533,-1429.88529255,-0.03314677,0.77936694,1.22490715,0,19.74164562,1.69139738,18.26931805
418,23.9145526,0.0194069,43138.0,0.0032093,4728.14774781,0.10960517,-1502.15545877,-0.03482209,0.83073938,1.21965012,0,19.65193754,1.80275804,18.17269439
18,23.99915104,0.01922601,43138.0,0.0032093,16424.81227696,0.38075044,-1593.53568902,-0.03694042,0.80481416,1.20709633,0,19.83233465,2.0218338,18.48279628
386,24.00607878,0.01962274,43138.0,0.0032093,16539.54512006,0.38341011,-1756.3598417,-0.04071491,0.80132424,1.20695658,0,20.00339377,2.45987857,18.61365078
445,24.01386596,0.01924799,43138.0,0.0032093,12257.66497274,0.28415005,-1629.60386291,-0.03777653,0.81639217,1.21054491,0,19.96196163,2.23457622,18.55416636
490,24.01519321,0.01870647,43138.0,0.0032093,8842.04991562,0.20497125,-1427.71010682,-0.03309634,0.7869863,1.18638121,0,19.85615894,2.04086528,18.55685623
397,24.0259036,0.01881457,43138.0,0.0032093,10702.79309316,0.24810592,-1488.72536155,-0.03451076,0.80900909,1.2161613,0,19.9603019,2.3619146,18.63521179
161,24.03425017,0.01905621,43138.0,0.0032093,8312.1804252,0.19268813,-1595.685086,-0.03699024,0.81423617,1.1974128,0,20.02174107,2.32564386,18.65273446
310,24.03916616,0.01923488,43138.0,0.0032093,3853.62164061,0.08933241,-1672.40485766,-0.03876872,0.80246903,1.19218839,0,19.95758382,2.11813541,18.52065964
262,24.04274664,0.01876342,43138.0,0.0032093,7302.92330764,0.16929212,-1501.20792371,-0.03480013,0.81794378,1.22005396,0,20.27197551,2.42155646,18.86846305
430,24.05067411,0.01829071,43138.0,0.0032093,6348.65822282,0.1471709,-1337.74036132,-0.03101072,0.79247641,1.21442127,0,19.80952458,1.95411772,18.41641495
198,24.06036396,0.01895837,43138.0,0.0032093,2978.55036928,0.06904702,-1608.0413163,-0.03727668,0.81403109,1.21884635,0,19.68404084,1.77075337,18.2766143
271,24.06498501,0.01961363,43138.0,0.0032093,14673.04083731,0.34014189,-1864.09460689,-0.04321236,0.81256261,1.20415998,0,20.26338118,2.79649096,18.92866118
354,24.07967979,0.01939752,43138.0,0.0032093,9515.53247286,0.22058353,-1810.25370211,-0.04196425,0.79654841,1.19446356,0,19.69703655,2.09604699,18.33535307
84,24.09777443,0.0192158,43138.0,0.0032093,8564.32132961,0.19853311,-1775.8146049,-0.0411659,0.80916923,1.22749643,0,19.74995245,1.95914557,18.39095961
237,24.13914846,0.01907121,43138.0,0.0032093,10158.59387945,0.23549061,-1799.32288064,-0.04171086,0.8020804,1.20705111,0,19.76741792,1.97783972,18.30307847
409,24.15861105,0.0193515,43138.0,0.0032093,3240.37002037,0.07511637,-1941.85011612,-0.04501484,0.80886668,1.21545744,0,19.76165365,1.69313125,18.20808963
28,24.16867037,0.01904853,43138.0,0.0032093,7013.97073153,0.16259379,-1846.47799018,-0.04280398,0.81917982,1.19172322,0,19.9622048,2.15265233,18.59534807
250,24.17709976,0.01919902,43138.0,0.0032093,12275.42087564,0.28456166,-1919.1893301,-0.04448953,0.81773831,1.19509353,0,20.04535011,2.25312018,18.58026196
432,24.17725999,0.0192837,43138.0,0.0032093,2384.34769502,0.05527256,-1951.45623813,-0.04523752,0.80692326,1.1911737,0,19.90881887,2.19084141,18.56499427
229,24.19842926,0.01895678,43138.0,0.0032093,11142.49910732,0.25829893,-1868.01118063,-0.04330315,0.7781774,1.20015494,0,20.02663158,2.15178197,18.59831389
199,24.21000652,0.01940903,43138.0,0.0032093,7037.52567822,0.16313982,-2060.56535278,-0.04776683,0.82505822,1.18659265,0,19.89904883,1.96486165,18.43873881
175,24.21514366,0.01872562,43138.0,0.0032093,15534.57312819,0.36011343,-1812.30047997,-0.04201169,0.79875491,1.1983005,0,19.83689719,2.28610499,18.53949541
39,24.21572937,0.018991,43138.0,0.0032093,10260.26740008,0.23784755,-1913.57523726,-0.04435939,0.79125842,1.19493021,0,20.02084415,2.35062592,18.64936572
11,24.23171031,0.01869293,43138.0,0.0032093,7737.55572509,0.17936751,-1831.22983896,-0.0424505,0.80205181,1.204658,0,19.72701131,2.0573025,18.37823651
459,24.2413759,0.0195936,43138.0,0.0032093,9233.16838446,0.21403793,-2189.43358243,-0.05075417,0.80907741,1.21445415,0,20.06616945,2.23699169,18.64791394
390,24.24406291,0.01927797,43138.0,0.0032093,8893.08524809,0.20615432,-2075.36795994,-0.04810997,0.78824949,1.21621895,0,19.88686099,2.22178791,18.51589982
232,24.25223628,0.01839774,43138.0,0.0032093,13077.45331878,0.30315391,-1758.54400295,-0.04076554,0.81312,1.22761951,0,19.84464334,2.16491683,18.50034518
196,24.25242841,0.0195597,43138.0,0.0032093,5243.98786301,0.12156307,-2197.49970184,-0.05094116,0.80563842,1.19220121,0,19.60941108,1.88641423,18.27799588
403,24.27384538,0.01902049,43138.0,0.0032093,8774.03816052,0.20339464,-2034.38723547,-0.04715998,0.82293162,1.21176301,0,19.90712207,2.16151697,18.41270438
136,24.31525034,0.01862354,43138.0,0.0032093,12919.07734324,0.29948253,-1962.69955111,-0.04549816,0.79086801,1.21291562,0,19.86628035,2.03898655,18.53174024
191,24.33066035,0.01937096,43138.0,0.0032093,6546.99656653,0.15176866,-2273.9042831,-0.05271233,0.79453013,1.19936108,0,19.43668244,1.58320776,18.04660989
411,24.3311891,0.01887007,43138.0,0.0032093,16494.69637652,0.38237045,-2085.8366773,-0.04835265,0.82051823,1.21817256,0,20.18800687,2.44085615,18.6870319
62,24.34381619,0.01905592,43138.0,0.0032093,2075.80704004,0.04812015,-2179.81819332,-0.05053128,0.80900551,1.19858878,0,19.65923058,1.71951594,18.28905808
111,24.34654888,0.01886098,43138.0,0.0032093,7864.16966542,0.1823026,-2111.39185988,-0.04894506,0.81608971,1.19276159,0,19.83938737,2.10060114,18.51375502
123,24.38487958,0.01879823,43138.0,0.0032093,8960.32825098,0.20771311,-2160.04945183,-0.05007301,0.78142354,1.19375572,0,19.97501215,2.21663161,18.67718624
417,24.38819138,0.01895132,43138.0,0.0032093,7345.13161367,0.17027056,-2224.08517959,-0.05155745,0.82098641,1.21940465,0,19.60292634,1.61706453,18.15829632
497,24.39519519,0.01841857,43138.0,0.0032093,6822.47226678,0.15815458,-2036.21222819,-0.04720229,0.79531745,1.20068842,0,19.9421569,2.14454126,18.5382588
283,24.42365817,0.01872061,43138.0,0.0032093,2865.81563335,0.06643367,-2203.93859778,-0.05109042,0.78859259,1.22142502,0,19.58597451,1.64951044,18.19226946
71,24.42712588,0.01924893,43138.0,0.0032093,9297.67594796,0.21553331,-2409.9004771,-0.05586491,0.8177178,1.19626509,0,19.78278533,1.92945205,18.4189774
142,24.43916696,0.01951111,43138.0,0.0032093,6940.4507901,0.16088949,-2531.58524097,-0.05868574,0.82192454,1.2029327,0,19.83665401,2.0250386,18.4208726
392,24.46639401,0.01901485,43138.0,0.0032093,9492.64723255,0.22005302,-2395.65540403,-0.05553469,0.80865234,1.20780409,0,19.82521102,1.87973296,18.35655034
128,24.49916494,0.01870948,43138.0,0.0032093,11453.61206164,0.26551097,-2342.239066,-0.05429642,0.81250166,1.21830702,0,19.89647611,2.02281088,18.45318299
96,24.55796643,0.01923945,43138.0,0.0032093,4771.78029988,0.11061663,-2653.25462394,-0.0615062,0.81332024,1.23444099,0,19.6782971,1.6990387,18.16277067
47,24.57813633,0.01969124,43138.0,0.0032093,3847.39252237,0.08918801,-2861.8533158,-0.06634182,0.81342859,1.18899879,0,19.89769358,2.2571952,18.51878721
273,24.59006028,0.01895024,43138.0,0.0032093,10972.40689672,0.25435595,-2604.66177264,-0.06037975,0.75641372,1.20674139,0,19.8850845,2.17621754,18.51350252
38,24.6059264,0.01984311,43138.0,0.0032093,9448.45532361,0.21902859,-2971.62667769,-0.06888652,0.80740654,1.20447872,0,19.49131633,1.61594426,18.11879732
495,24.61077859,0.0196983,43138.0,0.0032093,4936.27889558,0.11442994,-2926.12293462,-0.06783168,0.79190235,1.21551761,0,19.7365611,2.00985093,18.37222591
197,24.6303571,0.01909406,43138.0,0.0032093,9656.93414678,0.22386142,-2734.99761379,-0.06340112,0.8348255,1.21128981,0,19.98682526,2.28757606,18.60069939
290,24.66970704,0.01894664,43138.0,0.0032093,5980.39373642,0.13863401,-2753.61917449,-0.0638328,0.79452807,1.20349519,0,19.67173291,1.73847954,18.34743585
13,24.67346302,0.0187858,43138.0,0.0032093,6697.92323435,0.15526736,-2699.99628086,-0.06258974,0.80763793,1.22293802,0,19.94651911,2.11070412,18.5471547
439,24.70169243,0.01935715,43138.0,0.0032093,10186.96719772,0.23614834,-2968.93418195,-0.0688241,0.81502776,1.2072751,0,19.79055741,1.97529841,18.34865507
387,24.70374798,0.01961248,43138.0,0.0032093,8565.01870935,0.19854928,-3069.18950734,-0.07114816,0.81199594,1.22023778,0,20.12746697,2.4004317,18.7790104
9,24.71256684,0.01872978,43138.0,0.0032093,6609.12417569,0.15320887,-2752.65313661,-0.0638104,0.81507697,1.21957313,0,19.6567927,1.9710142,18.34654303
130,24.71310483,0.01892752,43138.0,0.0032093,4353.0496747,0.10090986,-2828.30489962,-0.06556412,0.81678592,1.20566776,0,19.73952543,1.81733958,18.3232827
440,24.71923727,0.01887113,43138.0,0.0032093,6469.78096771,0.1499787,-2818.59279705,-0.06533898,0.80504229,1.19805094,0,19.73328884,1.98844293,18.3517109
87,24.77652399,0.01910188,43138.0,0.0032093,11595.11602987,0.26879123,-3013.80815789,-0.06986435,0.82020817,1.19801697,0,19.95620839,2.48881882,18.64420927
328,24.8125725,0.01913873,43138.0,0.0032093,9833.07685469,0.22794466,-3095.75420241,-0.07176397,0.79917442,1.22364119,0,20.0455941,2.17958375,18.66582034
400,24.81271546,0.01850834,43138.0,0.0032093,9003.18469687,0.20870659,-2858.07861205,-0.06625431,0.83383703,1.19705842,0,19.73477769,2.13347035,18.34111484
413,24.83706911,0.01895044,43138.0,0.0032093,-3987.18758403,-0.09242866,-3070.91375673,-0.07118813,0.81221354,1.19924976,0,19.56636165,1.69196313,18.14853784
189,24.86456888,0.01874859,43138.0,0.0032093,12673.66375801,0.29379349,-3046.62196839,-0.07062502,0.78095039,1.20614798,0,20.02306956,2.24826224,18.63469211
253,24.88432901,0.01889658,43138.0,0.0032093,1817.24248939,0.04212626,-3139.77808604,-0.07278451,0.8084579,1.19293119,0,19.66014903,1.74942559,18.25671156
163,24.88620053,0.01980609,43138.0,0.0032093,10362.08485829,0.24020782,-3486.61159226,-0.0808246,0.78769442,1.19883649,0,20.20254108,2.74967617,18.81779449
156,24.90054329,0.01909649,43138.0,0.0032093,2749.92752431,0.06374722,-3245.83474948,-0.07524305,0.80135864,1.20677347,0,19.71738148,1.74929699,18.33231677
207,24.92618518,0.01889117,43138.0,0.0032093,7073.88542678,0.16398269,-3216.72759443,-0.07456831,0.76881225,1.20451546,0,19.73863337,2.11099735,18.46842365
422,24.9381339,0.01929206,43138.0,0.0032093,1808.68828318,0.04192796,-3390.59759156,-0.07859886,0.8337648,1.19254195,0,19.58862631,2.01766872,18.3031877
180,24.96969686,0.01932194,43138.0,0.0032093,4985.96597947,0.11558176,-3461.44731694,-0.08024126,0.79098974,1.23563975,0,19.60979677,1.72004585,18.17617442
488,24.98265011,0.01911754,43138.0,0.0032093,3048.53229171,0.0706693,-3408.73926558,-0.07901941,0.80512875,1.19037575,0,20.04200407,2.15890576,18.66655135
213,24.98605539,0.01856984,43138.0,0.0032093,3164.53134195,0.07335832,-3208.4345381,-0.07437606,0.79984105,1.21024744,0,19.68839229,1.65684192,18.28481263
59,25.00564418,0.01901338,43138.0,0.0032093,10145.21267068,0.23518041,-3412.82145586,-0.07911404,0.79996487,1.20566571,0,19.9292188,2.2462502,18.56883034
29,25.01865246,0.01912781,43138.0,0.0032093,5474.54385709,0.12690769,-3480.56231378,-0.08068437,0.80576801,1.20398963,0,19.53680114,1.70305211,18.13768044
443,25.06675365,0.01904775,43138.0,0.0032093,9358.56547196,0.21694482,-3541.12277044,-0.08208825,0.81864804,1.19574794,0,19.82480187,1.91292415,18.41896799
280,25.06830562,0.01905701,43138.0,0.0032093,6455.45565131,0.14964661,-3547.54721232,-0.08223717,0.80892282,1.23005893,0,20.11453061,2.52805626,18.83940067
115,25.10030445,0.01909291,43138.0,0.0032093,5110.92278876,0.11847844,-3621.48861566,-0.08395124,0.78884364,1.18448894,0,19.72323156,2.01908165,18.33946895
221,25.11041322,0.01938331,43138.0,0.0032093,908.28145196,0.02105525,-3750.18371176,-0.08693458,0.79240593,1.20376232,0,19.94578826,1.98668459,18.50313284
206,25.11492938,0.01882564,43138.0,0.0032093,11641.78085603,0.26987299,-3548.21057175,-0.08225255,0.81398193,1.20338348,0,20.00446771,2.36369594,18.62967422
125,25.11706819,0.01903822,43138.0,0.0032093,7514.91062051,0.17420628,-3632.48416412,-0.08420613,0.79421864,1.2178972,0,20.06848618,2.1075037,18.56314535
434,25.16812945,0.01846662,43138.0,0.0032093,5631.96300802,0.13055689,-3513.09867918,-0.08143861,0.79641403,1.20748146,0,20.04227639,2.17438573,18.60755121
348,25.22679141,0.01963315,43138.0,0.0032093,677.39488318,0.01570297,-4064.12698304,-0.09421223,0.82151541,1.19582142,0,19.69192077,1.84022244,18.28742151
410,25.23426674,0.01927576,43138.0,0.0032093,-322.9160807,-0.00748565,-3943.33215281,-0.09141203,0.81782817,1.20291075,0,19.85421827,2.09883251,18.51151535
368,25.23637993,0.01946286,43138.0,0.0032093,5773.86568973,0.13384639,-4017.94302655,-0.09314162,0.80509403,1.21934817,0,19.64111232,1.79064726,18.31329457
233,25.25911777,0.01943038,43138.0,0.0032093,11186.64829609,0.25932237,-4048.59774781,-0.09385224,0.8020416,1.18811085,0,20.09448629,2.52483978,18.82297294
261,25.26183251,0.01923674,43138.0,0.0032093,4192.74736573,0.09719383,-3980.62909599,-0.09227663,0.81706982,1.23796952,0,20.10533431,2.04685983,18.6475908
500,25.27862573,0.01860906,43138.0,0.0032093,8194.38372246,0.18995743,-3775.40119272,-0.08751915,0.79560972,1.1911452,0,20.14327388,2.49379819,18.82474683
165,25.28806488,0.01974082,43138.0,0.0032093,6582.42924795,0.15259004,-4220.40708317,-0.09783502,0.81304212,1.20299383,0,19.99212751,2.16330688,18.68129744
242,25.30399533,0.01920321,43138.0,0.0032093,110.51149627,0.00256181,-4047.54700414,-0.09382788,0.83829975,1.19094039,0,19.90714859,1.96864382,18.43242653
402,25.32372353,0.01897822,43138.0,0.0032093,6047.32429848,0.14018555,-3999.85507536,-0.09272231,0.8263944,1.1885771,0,19.79922528,1.88246223,18.42077462
65,25.33463724,0.01960445,43138.0,0.0032093,2959.72372819,0.06861059,-4256.82957213,-0.09867934,0.80474291,1.1897158,0,19.82518205,1.98351531,18.40330883
295,25.33983066,0.01915783,43138.0,0.0032093,4775.39930252,0.11070053,-4098.05052686,-0.09499862,0.81688725,1.19509315,0,19.82099026,2.03562988,18.33785673
309,25.35174968,0.01899164,43138.0,0.0032093,9123.92252301,0.21150546,-4057.81592935,-0.09406593,0.79008038,1.19744158,0,20.02711802,2.24715006,18.61745278
405,25.44299128,0.01976257,43138.0,0.0032093,9073.37436115,0.21033368,-4521.00720622,-0.10480336,0.81466414,1.20232521,0,19.98463787,2.20713883,18.63742227
300,25.44861019,0.01882391,43138.0,0.0032093,2946.9612304,0.06831474,-4177.30768919,-0.09683591,0.80860419,1.20044968,0,19.80292082,1.8907641,18.45211812
343,25.46573184,0.01903104,43138.0,0.0032093,9806.87343071,0.22733723,-4287.80380109,-0.09939737,0.8103081,1.20652537,0,20.02100002,2.24190702,18.63164804
428,25.4868119,0.0193945,43138.0,0.0032093,117.58170347,0.00272571,-4464.77929272,-0.10349991,0.8129964,1.22883017,0,20.03039357,2.13197616,18.59379376
307,25.48767273,0.01908594,43138.0,0.0032093,10303.71950712,0.23885483,-4349.93386993,-0.10083763,0.79840528,1.22965209,0,20.02089426,2.25559276,18.66239943
64,25.49847397,0.01903239,43138.0,0.0032093,9502.22178802,0.22027497,-4350.10878532,-0.10084169,0.78124032,1.21792902,0,20.08931575,2.31604025,18.72433951
257,25.53455951,0.01992613,43138.0,0.0032093,6159.69090007,0.14279037,-4755.55954184,-0.11024061,0.8217352,1.21642833,0,19.990273,2.2105489,18.66488767
235,25.53918232,0.01966866,43138.0,0.0032093,13889.98622419,0.32198957,-4667.09944882,-0.10818998,0.81548208,1.19661986,0,19.96418834,2.16637704,18.56479628
266,25.59525857,0.01967505,43138.0,0.0032093,2074.01953132,0.04807871,-4775.3454949,-0.11069928,0.77132867,1.2036606,0,19.5060582,1.82889964,18.14457919
219,25.61668186,0.01892226,43138.0,0.0032093,1178.37448143,0.02731639,-4531.6291384,-0.10504959,0.78473758,1.20575562,0,19.59404611,1.74746574,18.21422221
455,25.63478714,0.01967553,43138.0,0.0032093,3434.98828311,0.0796279,-4850.12853275,-0.11243286,0.80193839,1.18158666,0,19.79782748,1.90893444,18.43994881
200,25.64911883,0.01921156,43138.0,0.0032093,8693.91627396,0.20153731,-4702.0481155,-0.10900014,0.79404981,1.19899119,0,19.76260336,2.12286928,18.43997012
393,25.67574135,0.0183688,43138.0,0.0032093,10676.53834641,0.2474973,-4434.18328101,-0.10279066,0.80292451,1.20695063,0,20.05767123,2.39716017,18.71930344
78,25.68851749,0.01920896,43138.0,0.0032093,5676.86586206,0.1315978,-4775.42097053,-0.11070103,0.82619306,1.19897745,0,20.21069734,2.42781556,18.80863264
124,25.74383265,0.01874401,43138.0,0.0032093,7719.04667847,0.17893845,-4704.31752245,-0.10905275,0.78154739,1.24511795,0,19.49461752,1.55551656,18.14847269
299,25.76489478,0.0190759,43138.0,0.0032093,10567.52063978,0.24497011,-4869.34344466,-0.11287828,0.82080263,1.19242534,0,19.87608101,2.14732487,18.55380759
42,25.78441622,0.01842494,43138.0,0.0032093,9047.19237148,0.20972675,-4660.47595612,-0.10803644,0.82963632,1.22086415,0,19.8924772,2.27175625,18.60872441
442,25.80421388,0.01917592,43138.0,0.0032093,5337.41107472,0.12372876,-4981.30274663,-0.11547366,0.82227978,1.19539527,0,19.55815216,1.81152321,18.16096497
305,25.8692737,0.01830765,43138.0,0.0032093,3008.61461474,0.06974395,-4776.35344214,-0.11072264,0.81039208,1.19784388,0,19.82297061,2.1649534,18.496766
44,25.93095787,0.01864153,43138.0,0.0032093,11546.7839352,0.26767082,-5018.79644782,-0.11634282,0.80577003,1.22354204,0,20.61091095,2.92455297,19.18026824
444,25.93168338,0.01955333,43138.0,0.0032093,5418.90227269,0.12561784,-5364.3289533,-0.12435275,0.79094345,1.24997292,0,19.91869321,2.22648976,18.59726591
187,26.02116549,0.01906876,43138.0,0.0032093,-80.29780228,-0.00186142,-5350.30622215,-0.12402768,0.79779923,1.20374906,0,19.93954436,2.06473813,18.45498097
148,26.08075039,0.01981462,43138.0,0.0032093,4208.18486739,0.09755169,-5744.28955502,-0.13316078,0.80420375,1.20273457,0,19.90920603,1.90614261,18.45739642
408,26.10546798,0.01891596,43138.0,0.0032093,4704.52134674,0.10905747,-5451.73110734,-0.12637886,0.80510668,1.20131717,0,19.80943636,1.79020709,18.36886394
482,26.11366733,0.0190672,43138.0,0.0032093,-1093.02028157,-0.02533776,-5524.29300454,-0.12806094,0.8263062,1.21336058,0,19.68314003,1.9604448,18.37511005
222,26.11543209,0.01813766,43138.0,0.0032093,7725.01096975,0.17907671,-5176.76154284,-0.12000467,0.78643056,1.19992812,0,20.08230408,2.22061506,18.71006067
86,26.12553655,0.01910208,43138.0,0.0032093,7109.44229821,0.16480695,-5559.85926324,-0.12888542,0.80384715,1.23585437,0,19.80909132,1.95945462,18.47926773
480,26.32006221,0.01893733,43138.0,0.0032093,6727.75274546,0.15595885,-5864.79888248,-0.13595435,0.82089906,1.23938936,0,19.93917392,2.12171086,18.56573505
145,26.35109546,0.01900367,43138.0,0.0032093,1241.40653494,0.02877756,-5948.40710718,-0.13789251,0.82255045,1.2119424,0,19.81828428,2.08316022,18.48143293
424,26.36591862,0.01919652,43138.0,0.0032093,-2171.38463179,-0.05033577,-6049.17528921,-0.14022846,0.79580198,1.19433138,0,19.64000359,1.91555861,18.2851923
88,26.39189177,0.01943169,43138.0,0.0032093,3172.85320127,0.07355124,-6186.96216163,-0.14342255,0.79926434,1.18156624,0,19.79308771,2.11932796,18.50616327
95,26.40593418,0.01896423,43138.0015015,0.00320934,1137.61678635,0.02637157,-6037.01744197,-0.13994662,0.75,1.18957267,2,19.81086832,2.08849495,18.45542731
3,26.46961233,0.01953898,43138.0,0.0032093,2724.49631322,0.06315769,-6374.14150891,-0.14776164,0.82879523,1.22383716,0,19.93903268,1.99702977,18.49038876
201,26.50692511,0.01887829,43138.0,0.0032093,-479.40887886,-0.01111338,-6195.17632351,-0.14361297,0.80980628,1.20052989,0,19.74989719,1.90081605,18.28219236
245,26.54589445,0.01914031,43138.0,0.0032093,5253.06953914,0.1217736,-6367.6265872,-0.14761061,0.77952837,1.18804333,0,19.92357652,2.2226123,18.57579332
174,26.54751589,0.01847511,43138.0,0.0032093,2610.49620763,0.060515,-6119.60091214,-0.14186103,0.80087335,1.20465033,0,19.79395592,1.86175574,18.39598081
267,26.61235392,0.018844,43138.0,0.0032093,4928.83971322,0.11425749,-6381.2096035,-0.14792549,0.76728213,1.21467571,0,19.92066691,2.17991836,18.53979754
48,26.68565383,0.01905559,43138.0,0.0032093,-1962.26732717,-0.04548814,-6599.41483234,-0.15298379,0.79279785,1.18522232,0,19.59018867,1.80943269,18.36139783
324,26.75476306,0.01923587,43138.0,0.0032093,4384.01935941,0.10162778,-6797.89072614,-0.15758474,0.82161804,1.20066769,0,19.80330303,2.05544607,18.42206242
441,26.76119917,0.01906378,43138.0,0.0032093,161.47503538,0.00374322,-6745.08280624,-0.15636058,0.78941435,1.20042421,0,19.46495552,1.61778844,18.20791581
169,26.8345362,0.01930817,43138.0,0.0032093,585.31804619,0.0135685,-6975.73555081,-0.16170744,0.80795185,1.18681744,0,19.65386248,1.66744674,18.2118869
69,26.85555488,0.01957236,43138.0,0.0032093,-656.239652,-0.01521257,-7115.12627464,-0.16493871,0.80724865,1.18835909,0,19.79279793,1.72586903,18.3236601
326,26.86279338,0.01936999,43138.0,0.0032093,1216.60651337,0.02820266,-7052.40042054,-0.16348464,0.8108342,1.20003079,0,19.93418679,2.17721969,18.62222526
147,26.95775426,0.01910759,43138.0,0.0032093,3218.86187224,0.07461778,-7132.57176503,-0.16534313,0.80044221,1.19934278,0,19.90167559,2.10184419,18.55878037
365,27.06768834,0.0192909,43138.0,0.0032093,4679.13491709,0.10846898,-7409.24047439,-0.1717567,0.82896115,1.2322714,0,19.93444173,2.26808435,18.57098033
234,27.08445406,0.01855982,43138.0,0.0032093,3174.4125501,0.07358738,-7164.93275473,-0.1660933,0.80872616,1.20507955,0,19.82743015,2.27959475,18.53459334
301,27.16238034,0.01910988,43138.0,0.0032093,4961.47503017,0.11501403,-7519.62677716,-0.17431561,0.82297831,1.20936327,0,19.81246174,2.10836724,18.42914382
315,27.21268449,0.01915727,43138.0,0.0032093,5872.66152183,0.13613662,-7632.45103579,-0.17693104,0.78626558,1.20135292,0,20.23647432,2.54694191,18.8477491
425,27.36704247,0.01893932,43138.0,0.0032093,-3386.08644251,-0.07849428,-7841.50269346,-0.18177715,0.82763567,1.20737821,0,19.58975289,1.6380222,18.24667502
4,27.39404825,0.01889692,43138.0,0.0032093,3225.39694464,0.07476927,-7876.46606183,-0.18258765,0.76672624,1.20828672,0,20.01131244,2.28806608,18.59340943
296,27.51564111,0.01854614,43138.0,0.0032093,1036.50438541,0.02402764,-7973.5412633,-0.18483799,0.78896562,1.19790293,0,20.02184139,2.42620417,18.76678584
131,27.52405985,0.01884288,43138.0,0.0032093,4749.62146948,0.11010296,-8101.43845867,-0.18780283,0.75570771,1.20006728,0,19.82376709,1.86628262,18.39386015
236,27.56593657,0.01871364,43138.0,0.0032093,3114.29533528,0.07219378,-8131.6880405,-0.18850406,0.80366688,1.20253865,0,19.87415513,2.2992667,18.52914848
483,27.72065013,0.0187552,43138.0,0.0032093,2726.74699719,0.06320986,-8439.36548758,-0.19563646,0.81013152,1.21468069,0,19.99220901,2.35101972,18.69108615
456,27.93255186,0.01898481,43138.0,0.0032093,1261.70049564,0.02924801,-8925.95090832,-0.2069162,0.81519097,1.20297743,0,20.02246433,2.30830093,18.66046232
317,27.95961542,0.01895147,43138.0,0.0032093,216.58107527,0.00502066,-8964.4441584,-0.20780853,0.82370851,1.19188153,0,20.00413532,2.20296259,18.5871029
388,28.28340813,0.01912791,43138.0,0.0032093,3836.39072814,0.08893298,-9642.13284259,-0.22351831,0.77779261,1.18825619,0,20.21819381,2.48829703,18.88039077
139,28.61340258,0.01810957,43138.0,0.0032093,-8953.30306342,-0.20755026,-9880.54933182,-0.22904514,0.79235062,1.22209213,0,19.60105906,1.70395223,18.27295651
